Nama Lengkap,ASAL SMA,PILIHAN 1,,PILIHAN 2,,PILIHAN 3,,NILAI UTBK 1,,NILAI UTBK 2,,
,SMA Fidelis Padang,UNIVERSITAS HASANUDDIN,TEKNIK INFORMATIKA,UNIVERSITAS HASANUDDIN,TEKNIK INFORMATIKA,UNIVERSITAS HASANUDDIN,TEKNIK INFORMATIKA,812.0,850.0,134.0,182.0,
,SMA Krida Nusantara,UNIVERSITAS HASANUDDIN,FISOTERAPI,UNIVERSITAS HASANUDDIN,FISOTERAPI,UNIVERSITAS HASANUDDIN,FISOTERAPI,228.0,141.0,482.0,250.0,
,SMA Negeri 1 Gunungsari,UNIVERSITAS HASANUDDIN,TEKNIK LINGKUNGAN,UNIVERSITAS HASANUDDIN,TEKNIK LINGKUNGAN,UNIVERSITAS HASANUDDIN,TEKNIK LINGKUNGAN,351.0,154.0,479.0,431.0,
,MA Negeri Magelang,UNIVERSITAS HASANUDDIN,KEDOKTERAN HEWAN,UNIVERSITAS HASANUDDIN,KEDOKTERAN HEWAN,UNIVERSITAS HASANUDDIN,KEDOKTERAN HEWAN,221.0,572.0,471.0,147.0,
,SMA Pasundan 8,UNIVERSITAS HASANUDDIN,PSIKOLOGI,UNIVERSITAS HASANUDDIN,PSIKOLOGI,UNIVERSITAS HASANUDDIN,PSIKOLOGI,279.0,730.0,867.0,243.0,
,SMA Purusatama,UNIVERSITAS HASANUDDIN,ILMU KOMPUTER,UNIVERSITAS HASANUDDIN,ILMU KOMPUTER,UNIVERSITAS HASANUDDIN,ILMU KOMPUTER,776.0,833.0,143.0,857.0,
,SMA Negeri 2 Slawi,UNIVERSITAS HASANUDDIN,MANAJEMEN,UNIVERSITAS HASANUDDIN,MANAJEMEN,UNIVERSITAS HASANUDDIN,MANAJEMEN,576.0,291.0,216.0,473.0,
,SMA Negeri 44,UNIVERSITAS HASANUDDIN,ILMU HUKUM,UNIVERSITAS HASANUDDIN,ILMU HUKUM,UNIVERSITAS HASANUDDIN,ILMU HUKUM,269.0,668.0,154.0,600.0,
,SMA Kartini 1,UNIVERSITAS HASANUDDIN,ILMU POLITIK,UNIVERSITAS HASANUDDIN,ILMU POLITIK,UNIVERSITAS HASANUDDIN,ILMU POLITIK,744.0,461.0,900.0,455.0,
,SMA Negeri 1 Kayen,UNIVERSITAS HASANUDDIN,ANTROPOLOGI SOSIAL,UNIVERSITAS HASANUDDIN,ANTROPOLOGI SOSIAL,UNIVERSITAS HASANUDDIN,ANTROPOLOGI SOSIAL,735.0,141.0,533.0,125.0,
,SMA Negeri 2 Pekalongan,UNIVERSITAS HASANUDDIN,ILMU SEJARAH,UNIVERSITAS HASANUDDIN,ILMU SEJARAH,UNIVERSITAS HASANUDDIN,ILMU SEJARAH,579.0,480.0,598.0,418.0,
,SMA Putra Satria,UNIVERSITAS HASANUDDIN,ILMU KOMUNIKASI,UNIVERSITAS HASANUDDIN,ILMU KOMUNIKASI,UNIVERSITAS HASANUDDIN,ILMU KOMUNIKASI,579.0,860.0,140.0,785.0,
,SMA Negeri 2 Wonosari,UNIVERSITAS HASANUDDIN,SOSIOLOGI,UNIVERSITAS HASANUDDIN,SOSIOLOGI,UNIVERSITAS HASANUDDIN,SOSIOLOGI,606.0,382.0,422.0,496.0,
,MAN 1 Sragen,UNIVERSITAS HASANUDDIN,AKUNTANSI,UNIVERSITAS HASANUDDIN,AKUNTANSI,UNIVERSITAS HASANUDDIN,AKUNTANSI,656.0,278.0,573.0,597.0,
,SMA Negeri 1 Purworejo,UNIVERSITAS HASANUDDIN,ILMU PEMERINTAHAN,UNIVERSITAS HASANUDDIN,ILMU PEMERINTAHAN,UNIVERSITAS HASANUDDIN,ILMU PEMERINTAHAN,497.0,369.0,524.0,109.0,
,SMA Purnama,UNIVERSITAS HASANUDDIN,ILMU HUBUNGAN INTERNASIONAL,UNIVERSITAS HASANUDDIN,ILMU HUBUNGAN INTERNASIONAL,UNIVERSITAS HASANUDDIN,ILMU HUBUNGAN INTERNASIONAL,663.0,834.0,321.0,482.0,
,SMA Harapan 1,UNIVERSITAS HASANUDDIN,ILMU ADMINISTRASI NEGARA,UNIVERSITAS HASANUDDIN,ILMU ADMINISTRASI NEGARA,UNIVERSITAS HASANUDDIN,ILMU ADMINISTRASI NEGARA,536.0,241.0,508.0,409.0,
,SMA Taruna Bumi Khatulistiwa,UNIVERSITAS HASANUDDIN,SASTRA INDONESIA,UNIVERSITAS HASANUDDIN,SASTRA INDONESIA,UNIVERSITAS HASANUDDIN,SASTRA INDONESIA,879.0,194.0,530.0,626.0,
,SMA Santo Aloysius,UNIVERSITAS HASANUDDIN,SASTRA DAERAH/BUGIS MAKASSAR,UNIVERSITAS HASANUDDIN,SASTRA DAERAH/BUGIS MAKASSAR,UNIVERSITAS HASANUDDIN,SASTRA DAERAH/BUGIS MAKASSAR,763.0,739.0,790.0,352.0,
,SMA Negeri 1 Maos,UNIVERSITAS HASANUDDIN,SASTRA ASIA BARAT/ARAB,UNIVERSITAS HASANUDDIN,SASTRA ASIA BARAT/ARAB,UNIVERSITAS HASANUDDIN,SASTRA ASIA BARAT/ARAB,382.0,813.0,847.0,227.0,
,SMA Harnasto Inst.,UNIVERSITAS HASANUDDIN,SASTRA INGGRIS,UNIVERSITAS HASANUDDIN,SASTRA INGGRIS,UNIVERSITAS HASANUDDIN,SASTRA INGGRIS,328.0,116.0,868.0,566.0,
,SMA Negeri 1 Muntilan,UNIVERSITAS HASANUDDIN,SASTRA PERANCIS/ BARAT ROMAN,UNIVERSITAS HASANUDDIN,SASTRA PERANCIS/ BARAT ROMAN,UNIVERSITAS HASANUDDIN,SASTRA PERANCIS/ BARAT ROMAN,822.0,509.0,356.0,649.0,
,SMA YASPI,UNIVERSITAS HASANUDDIN,ARKEOLOGI,UNIVERSITAS HASANUDDIN,ARKEOLOGI,UNIVERSITAS HASANUDDIN,ARKEOLOGI,784.0,397.0,185.0,561.0,
,SMA Negeri 2 Purworejo,UNIVERSITAS HASANUDDIN,SASTRA JEPANG,UNIVERSITAS HASANUDDIN,SASTRA JEPANG,UNIVERSITAS HASANUDDIN,SASTRA JEPANG,225.0,789.0,665.0,248.0,
,SMA Cita Hati 2 Surabaya,UNIVERSITAS HASANUDDIN,ILMU EKONOMI,UNIVERSITAS HASANUDDIN,ILMU EKONOMI,UNIVERSITAS HASANUDDIN,ILMU EKONOMI,696.0,232.0,389.0,477.0,
,SMA Taruna Nusantara,UNIVERSITAS HASANUDDIN,HUKUM ADMINISTRASI NEGARA,UNIVERSITAS HASANUDDIN,HUKUM ADMINISTRASI NEGARA,UNIVERSITAS HASANUDDIN,HUKUM ADMINISTRASI NEGARA,241.0,248.0,115.0,313.0,
,SMA Abadi,UNIVERSITAS HASANUDDIN,BAHASA MANDARIN DAN KEBUDAYAAN TIONGKOK,UNIVERSITAS HASANUDDIN,BAHASA MANDARIN DAN KEBUDAYAAN TIONGKOK,UNIVERSITAS HASANUDDIN,BAHASA MANDARIN DAN KEBUDAYAAN TIONGKOK,265.0,283.0,152.0,179.0,
,SMA Putra Nirmala,UNIVERSITAS HASANUDDIN,MATEMATIKA,UNIVERSITAS HASANUDDIN,MATEMATIKA,UNIVERSITAS HASANUDDIN,MATEMATIKA,346.0,256.0,671.0,409.0,
,MA Negeri 2 Kebumen,UNIVERSITAS HASANUDDIN,FISIKA,UNIVERSITAS HASANUDDIN,FISIKA,UNIVERSITAS HASANUDDIN,FISIKA,527.0,711.0,407.0,696.0,
,SMA Negeri 1 Playen,UNIVERSITAS HASANUDDIN,KESEHATAN MASYARAKAT,UNIVERSITAS HASANUDDIN,KESEHATAN MASYARAKAT,UNIVERSITAS HASANUDDIN,KESEHATAN MASYARAKAT,138.0,806.0,764.0,690.0,
,SMA Muhammadiyah 1 Majenang,UNIVERSITAS HASANUDDIN,FARMASI,UNIVERSITAS HASANUDDIN,FARMASI,UNIVERSITAS HASANUDDIN,FARMASI,110.0,810.0,163.0,858.0,
,SMA Katolik WR Soepratman,UNIVERSITAS HASANUDDIN,KIMIA,UNIVERSITAS HASANUDDIN,KIMIA,UNIVERSITAS HASANUDDIN,KIMIA,799.0,330.0,168.0,354.0,
,SMK Muhammadiyah Ponpes Kudus,UNIVERSITAS HASANUDDIN,BIOLOGI,UNIVERSITAS HASANUDDIN,BIOLOGI,UNIVERSITAS HASANUDDIN,BIOLOGI,758.0,627.0,161.0,616.0,
,SMA Santa Maria Surabaya,UNIVERSITAS HASANUDDIN,PENDIDIKAN DOKTER,UNIVERSITAS HASANUDDIN,PENDIDIKAN DOKTER,UNIVERSITAS HASANUDDIN,PENDIDIKAN DOKTER,708.0,352.0,502.0,609.0,
,SMA Santo Carolus,UNIVERSITAS HASANUDDIN,AGROTEKNOLOGI,UNIVERSITAS HASANUDDIN,AGROTEKNOLOGI,UNIVERSITAS HASANUDDIN,AGROTEKNOLOGI,403.0,655.0,688.0,529.0,
,SMA YAPMI Makassar,UNIVERSITAS HASANUDDIN,ILMU DAN TEKNOLOGI PANGAN,UNIVERSITAS HASANUDDIN,ILMU DAN TEKNOLOGI PANGAN,UNIVERSITAS HASANUDDIN,ILMU DAN TEKNOLOGI PANGAN,328.0,571.0,166.0,236.0,
,SMA Muh 2 Prambanan,UNIVERSITAS HASANUDDIN,AGRIBISNIS,UNIVERSITAS HASANUDDIN,AGRIBISNIS,UNIVERSITAS HASANUDDIN,AGRIBISNIS,792.0,232.0,816.0,600.0,
,SMA Negeri 1 Kroya,UNIVERSITAS HASANUDDIN,KETEKNIKAN PERTANIAN,UNIVERSITAS HASANUDDIN,KETEKNIKAN PERTANIAN,UNIVERSITAS HASANUDDIN,KETEKNIKAN PERTANIAN,834.0,728.0,800.0,810.0,
,SMA Negeri 21,UNIVERSITAS HASANUDDIN,TEKNIK SIPIL,UNIVERSITAS HASANUDDIN,TEKNIK SIPIL,UNIVERSITAS HASANUDDIN,TEKNIK SIPIL,164.0,520.0,898.0,542.0,
,SMA katolik Santo Yoseph Denpasar,UNIVERSITAS HASANUDDIN,TEKNIK MESIN,UNIVERSITAS HASANUDDIN,TEKNIK MESIN,UNIVERSITAS HASANUDDIN,TEKNIK MESIN,164.0,418.0,585.0,298.0,
,SMK NURUL ISLAM SLATRI LARANGAN,UNIVERSITAS HASANUDDIN,TEKNIK ELEKTRO,UNIVERSITAS HASANUDDIN,TEKNIK ELEKTRO,UNIVERSITAS HASANUDDIN,TEKNIK ELEKTRO,327.0,396.0,180.0,775.0,
,SMA Muh Minggir,UNIVERSITAS HASANUDDIN,TEKNIK PERKAPALAN,UNIVERSITAS HASANUDDIN,TEKNIK PERKAPALAN,UNIVERSITAS HASANUDDIN,TEKNIK PERKAPALAN,729.0,745.0,166.0,800.0,
,SMA Tarakanita 1 Puloraya,UNIVERSITAS HASANUDDIN,TEKNIK GEOLOGI,UNIVERSITAS HASANUDDIN,TEKNIK GEOLOGI,UNIVERSITAS HASANUDDIN,TEKNIK GEOLOGI,637.0,115.0,504.0,292.0,
,SMA Negeri 1 Cibitung,UNIVERSITAS HASANUDDIN,PENDIDIKAN DOKTER GIGI,UNIVERSITAS HASANUDDIN,PENDIDIKAN DOKTER GIGI,UNIVERSITAS HASANUDDIN,PENDIDIKAN DOKTER GIGI,409.0,824.0,860.0,440.0,
,(SMA N 1 Bukateja),UNIVERSITAS HASANUDDIN,TEKNIK ARSITEKTUR,UNIVERSITAS HASANUDDIN,TEKNIK ARSITEKTUR,UNIVERSITAS HASANUDDIN,TEKNIK ARSITEKTUR,385.0,560.0,105.0,701.0,
,SMAK 2 BPK Penabur,UNIVERSITAS HASANUDDIN,KEHUTANAN,UNIVERSITAS HASANUDDIN,KEHUTANAN,UNIVERSITAS HASANUDDIN,KEHUTANAN,312.0,775.0,708.0,673.0,
,"SMK Swasta ""AMAL-MAS"" 2",UNIVERSITAS HASANUDDIN,GEOFISIKA,UNIVERSITAS HASANUDDIN,GEOFISIKA,UNIVERSITAS HASANUDDIN,GEOFISIKA,470.0,621.0,446.0,235.0,
,SMA Muhammadiyah 3,UNIVERSITAS HASANUDDIN,STATISTIKA,UNIVERSITAS HASANUDDIN,STATISTIKA,UNIVERSITAS HASANUDDIN,STATISTIKA,170.0,497.0,505.0,659.0,
,SMA Widya Mandala,UNIVERSITAS HASANUDDIN,ILMU GIZI,UNIVERSITAS HASANUDDIN,ILMU GIZI,UNIVERSITAS HASANUDDIN,ILMU GIZI,866.0,537.0,734.0,664.0,
,SMAK Kanaan,UNIVERSITAS HASANUDDIN,ILMU KELAUTAN,UNIVERSITAS HASANUDDIN,ILMU KELAUTAN,UNIVERSITAS HASANUDDIN,ILMU KELAUTAN,505.0,841.0,238.0,705.0,
,SMA Negeri Wangon,UNIVERSITAS HASANUDDIN,BUDIDAYA PERAIRAN,UNIVERSITAS HASANUDDIN,BUDIDAYA PERAIRAN,UNIVERSITAS HASANUDDIN,BUDIDAYA PERAIRAN,743.0,413.0,719.0,748.0,
,SMA Negeri 1 Semin8,UNIVERSITAS HASANUDDIN,MANAJEMEN SUMBERDAYA PERAIRAN,UNIVERSITAS HASANUDDIN,MANAJEMEN SUMBERDAYA PERAIRAN,UNIVERSITAS HASANUDDIN,MANAJEMEN SUMBERDAYA PERAIRAN,350.0,822.0,487.0,300.0,
,SMA Budi Murni 3,UNIVERSITAS HASANUDDIN,PEMANFAATAN SUMBERDAYA PERIKANAN,UNIVERSITAS HASANUDDIN,PEMANFAATAN SUMBERDAYA PERIKANAN,UNIVERSITAS HASANUDDIN,PEMANFAATAN SUMBERDAYA PERIKANAN,367.0,262.0,644.0,565.0,
,SMA Gajah Mada,UNIVERSITAS HASANUDDIN,SOSIAL EKONOMI PERIKANAN,UNIVERSITAS HASANUDDIN,SOSIAL EKONOMI PERIKANAN,UNIVERSITAS HASANUDDIN,SOSIAL EKONOMI PERIKANAN,710.0,623.0,749.0,218.0,
,"SMA Setia Bakti, Tangerang",UNIVERSITAS HASANUDDIN,ILMU KEPERAWATAN,UNIVERSITAS HASANUDDIN,ILMU KEPERAWATAN,UNIVERSITAS HASANUDDIN,ILMU KEPERAWATAN,749.0,759.0,882.0,442.0,
,SMA Mekarwangi Lembang,UNIVERSITAS HASANUDDIN,PETERNAKAN,UNIVERSITAS HASANUDDIN,PETERNAKAN,UNIVERSITAS HASANUDDIN,PETERNAKAN,228.0,457.0,811.0,758.0,
,SMA Budi Mulia Utama,UNIVERSITAS HASANUDDIN,TEKNIK KELAUTAN,UNIVERSITAS HASANUDDIN,TEKNIK KELAUTAN,UNIVERSITAS HASANUDDIN,TEKNIK KELAUTAN,220.0,114.0,147.0,446.0,
,SMA Negeri 112,UNIVERSITAS HASANUDDIN,TEKNIK INDUSTRI,UNIVERSITAS HASANUDDIN,TEKNIK INDUSTRI,UNIVERSITAS HASANUDDIN,TEKNIK INDUSTRI,614.0,377.0,562.0,846.0,
,SMA Global Prestasi,UNIVERSITAS HASANUDDIN,TEKNIK SISTEM PERKAPALAN,UNIVERSITAS HASANUDDIN,TEKNIK SISTEM PERKAPALAN,UNIVERSITAS HASANUDDIN,TEKNIK SISTEM PERKAPALAN,569.0,657.0,636.0,201.0,
,SMA Negeri 5 Magelang,UNIVERSITAS HASANUDDIN,TEKNIK PENGEMB. WILAYAH KOTA,UNIVERSITAS HASANUDDIN,TEKNIK PENGEMB. WILAYAH KOTA,UNIVERSITAS HASANUDDIN,TEKNIK PENGEMB. WILAYAH KOTA,719.0,364.0,840.0,832.0,
,SMA Katolik Frateran Surabaya,UNIVERSITAS HASANUDDIN,TEKNIK PERTAMBANGAN,UNIVERSITAS HASANUDDIN,TEKNIK PERTAMBANGAN,UNIVERSITAS HASANUDDIN,TEKNIK PERTAMBANGAN,322.0,646.0,238.0,121.0,
,SMA Negeri 2 Sukoharjo,UNIVERSITAS HASANUDDIN,TEKNIK INFORMATIKA,UNIVERSITAS HASANUDDIN,TEKNIK INFORMATIKA,UNIVERSITAS HASANUDDIN,TEKNIK INFORMATIKA,208.0,502.0,172.0,481.0,
,SMA Islam 2 Moyudan,UNIVERSITAS HASANUDDIN,FISOTERAPI,UNIVERSITAS HASANUDDIN,FISOTERAPI,UNIVERSITAS HASANUDDIN,FISOTERAPI,186.0,786.0,648.0,764.0,
,SMK Muhamadiyah Larangan,UNIVERSITAS HASANUDDIN,TEKNIK LINGKUNGAN,UNIVERSITAS HASANUDDIN,TEKNIK LINGKUNGAN,UNIVERSITAS HASANUDDIN,TEKNIK LINGKUNGAN,633.0,658.0,455.0,257.0,
,SMA Angkasa 1,UNIVERSITAS HASANUDDIN,KEDOKTERAN HEWAN,UNIVERSITAS HASANUDDIN,KEDOKTERAN HEWAN,UNIVERSITAS HASANUDDIN,KEDOKTERAN HEWAN,486.0,448.0,178.0,799.0,
,SMK Negeri 1 Adiwerna,UNIVERSITAS HASANUDDIN,PSIKOLOGI,UNIVERSITAS HASANUDDIN,PSIKOLOGI,UNIVERSITAS HASANUDDIN,PSIKOLOGI,125.0,351.0,291.0,749.0,
,SMAI Uswatun Hasanah,UNIVERSITAS HASANUDDIN,ILMU KOMPUTER,UNIVERSITAS HASANUDDIN,ILMU KOMPUTER,UNIVERSITAS HASANUDDIN,ILMU KOMPUTER,143.0,676.0,888.0,513.0,
,SMA Negeri 9,UNIVERSITAS HASANUDDIN,MANAJEMEN,UNIVERSITAS HASANUDDIN,MANAJEMEN,UNIVERSITAS HASANUDDIN,MANAJEMEN,295.0,306.0,274.0,185.0,
,SMAI Al Huda,UNIVERSITAS HASANUDDIN,ILMU HUKUM,UNIVERSITAS HASANUDDIN,ILMU HUKUM,UNIVERSITAS HASANUDDIN,ILMU HUKUM,677.0,544.0,609.0,654.0,
,SMA Muhammadiyah 14,UNIVERSITAS HASANUDDIN,ILMU POLITIK,UNIVERSITAS HASANUDDIN,ILMU POLITIK,UNIVERSITAS HASANUDDIN,ILMU POLITIK,891.0,648.0,217.0,674.0,
,SMA Negeri 101,UNIVERSITAS HASANUDDIN,ANTROPOLOGI SOSIAL,UNIVERSITAS HASANUDDIN,ANTROPOLOGI SOSIAL,UNIVERSITAS HASANUDDIN,ANTROPOLOGI SOSIAL,401.0,366.0,189.0,121.0,
,SMA Negeri 1 Mojolaban,UNIVERSITAS HASANUDDIN,ILMU SEJARAH,UNIVERSITAS HASANUDDIN,ILMU SEJARAH,UNIVERSITAS HASANUDDIN,ILMU SEJARAH,529.0,487.0,714.0,768.0,
,SMA Negeri 1 Lingsar,UNIVERSITAS HASANUDDIN,ILMU KOMUNIKASI,UNIVERSITAS HASANUDDIN,ILMU KOMUNIKASI,UNIVERSITAS HASANUDDIN,ILMU KOMUNIKASI,648.0,786.0,883.0,841.0,
,SMA Cawang Baru 1,UNIVERSITAS HASANUDDIN,SOSIOLOGI,UNIVERSITAS HASANUDDIN,SOSIOLOGI,UNIVERSITAS HASANUDDIN,SOSIOLOGI,275.0,238.0,793.0,578.0,
,SMA Negeri 1 Larangan,UNIVERSITAS HASANUDDIN,AKUNTANSI,UNIVERSITAS HASANUDDIN,AKUNTANSI,UNIVERSITAS HASANUDDIN,AKUNTANSI,223.0,406.0,696.0,782.0,
,SMA Madania,UNIVERSITAS HASANUDDIN,ILMU PEMERINTAHAN,UNIVERSITAS HASANUDDIN,ILMU PEMERINTAHAN,UNIVERSITAS HASANUDDIN,ILMU PEMERINTAHAN,869.0,726.0,452.0,549.0,
,SMA Nasional Anglo,UNIVERSITAS HASANUDDIN,ILMU HUBUNGAN INTERNASIONAL,UNIVERSITAS HASANUDDIN,ILMU HUBUNGAN INTERNASIONAL,UNIVERSITAS HASANUDDIN,ILMU HUBUNGAN INTERNASIONAL,418.0,389.0,881.0,799.0,
,SMA Ibu Kartini,UNIVERSITAS HASANUDDIN,ILMU ADMINISTRASI NEGARA,UNIVERSITAS HASANUDDIN,ILMU ADMINISTRASI NEGARA,UNIVERSITAS HASANUDDIN,ILMU ADMINISTRASI NEGARA,786.0,496.0,662.0,813.0,
,SMA Negeri 1 Randublatung,UNIVERSITAS HASANUDDIN,SASTRA INDONESIA,UNIVERSITAS HASANUDDIN,SASTRA INDONESIA,UNIVERSITAS HASANUDDIN,SASTRA INDONESIA,253.0,791.0,235.0,448.0,
,SMA N 1 Tempel,UNIVERSITAS HASANUDDIN,SASTRA DAERAH/BUGIS MAKASSAR,UNIVERSITAS HASANUDDIN,SASTRA DAERAH/BUGIS MAKASSAR,UNIVERSITAS HASANUDDIN,SASTRA DAERAH/BUGIS MAKASSAR,130.0,476.0,525.0,582.0,
,SMA Katolik Rex Mundi,UNIVERSITAS HASANUDDIN,SASTRA ASIA BARAT/ARAB,UNIVERSITAS HASANUDDIN,SASTRA ASIA BARAT/ARAB,UNIVERSITAS HASANUDDIN,SASTRA ASIA BARAT/ARAB,862.0,115.0,216.0,382.0,
,SMA Negeri 66,UNIVERSITAS HASANUDDIN,SASTRA INGGRIS,UNIVERSITAS HASANUDDIN,SASTRA INGGRIS,UNIVERSITAS HASANUDDIN,SASTRA INGGRIS,156.0,839.0,762.0,332.0,
,SMA Negeri 3 Tambun Selatan,UNIVERSITAS HASANUDDIN,SASTRA PERANCIS/ BARAT ROMAN,UNIVERSITAS HASANUDDIN,SASTRA PERANCIS/ BARAT ROMAN,UNIVERSITAS HASANUDDIN,SASTRA PERANCIS/ BARAT ROMAN,809.0,445.0,609.0,133.0,
,SMA Negeri 16 Semarang,UNIVERSITAS HASANUDDIN,ARKEOLOGI,UNIVERSITAS HASANUDDIN,ARKEOLOGI,UNIVERSITAS HASANUDDIN,ARKEOLOGI,640.0,640.0,285.0,782.0,
,SMA STELLA DUCE BANTUL,UNIVERSITAS HASANUDDIN,SASTRA JEPANG,UNIVERSITAS HASANUDDIN,SASTRA JEPANG,UNIVERSITAS HASANUDDIN,SASTRA JEPANG,875.0,635.0,593.0,142.0,
,SMA Brawijaya Smart School,UNIVERSITAS HASANUDDIN,ILMU EKONOMI,UNIVERSITAS HASANUDDIN,ILMU EKONOMI,UNIVERSITAS HASANUDDIN,ILMU EKONOMI,385.0,260.0,303.0,382.0,
,SMA Negeri 80,UNIVERSITAS HASANUDDIN,HUKUM ADMINISTRASI NEGARA,UNIVERSITAS HASANUDDIN,HUKUM ADMINISTRASI NEGARA,UNIVERSITAS HASANUDDIN,HUKUM ADMINISTRASI NEGARA,441.0,289.0,397.0,509.0,
,SMA Negeri 1 Pringsurat,UNIVERSITAS HASANUDDIN,BAHASA MANDARIN DAN KEBUDAYAAN TIONGKOK,UNIVERSITAS HASANUDDIN,BAHASA MANDARIN DAN KEBUDAYAAN TIONGKOK,UNIVERSITAS HASANUDDIN,BAHASA MANDARIN DAN KEBUDAYAAN TIONGKOK,647.0,295.0,251.0,291.0,
,SMA Stella Duce 1,UNIVERSITAS HASANUDDIN,MATEMATIKA,UNIVERSITAS HASANUDDIN,MATEMATIKA,UNIVERSITAS HASANUDDIN,MATEMATIKA,143.0,654.0,283.0,271.0,
,SMA Katolik Don Bosco,UNIVERSITAS HASANUDDIN,FISIKA,UNIVERSITAS HASANUDDIN,FISIKA,UNIVERSITAS HASANUDDIN,FISIKA,462.0,625.0,575.0,367.0,
,SMA Negeri 1 Banjarnegara,UNIVERSITAS HASANUDDIN,KESEHATAN MASYARAKAT,UNIVERSITAS HASANUDDIN,KESEHATAN MASYARAKAT,UNIVERSITAS HASANUDDIN,KESEHATAN MASYARAKAT,513.0,194.0,367.0,656.0,
,SMAK 2 BPK Penabur,UNIVERSITAS HASANUDDIN,FARMASI,UNIVERSITAS HASANUDDIN,FARMASI,UNIVERSITAS HASANUDDIN,FARMASI,884.0,856.0,721.0,415.0,
,SMA Masehi 2 PSAK,UNIVERSITAS HASANUDDIN,KIMIA,UNIVERSITAS HASANUDDIN,KIMIA,UNIVERSITAS HASANUDDIN,KIMIA,372.0,155.0,862.0,486.0,
,SMA Negeri 5 Tangerang Selatan,UNIVERSITAS HASANUDDIN,BIOLOGI,UNIVERSITAS HASANUDDIN,BIOLOGI,UNIVERSITAS HASANUDDIN,BIOLOGI,323.0,777.0,223.0,640.0,
,SMA Santo Andreas,UNIVERSITAS HASANUDDIN,PENDIDIKAN DOKTER,UNIVERSITAS HASANUDDIN,PENDIDIKAN DOKTER,UNIVERSITAS HASANUDDIN,PENDIDIKAN DOKTER,728.0,323.0,271.0,568.0,
,SMA Cempaka,UNIVERSITAS HASANUDDIN,AGROTEKNOLOGI,UNIVERSITAS HASANUDDIN,AGROTEKNOLOGI,UNIVERSITAS HASANUDDIN,AGROTEKNOLOGI,707.0,502.0,620.0,370.0,
,SMA Maitreyawira Batam,UNIVERSITAS HASANUDDIN,ILMU DAN TEKNOLOGI PANGAN,UNIVERSITAS HASANUDDIN,ILMU DAN TEKNOLOGI PANGAN,UNIVERSITAS HASANUDDIN,ILMU DAN TEKNOLOGI PANGAN,221.0,159.0,451.0,813.0,
,SMA Negeri 4 Surakarta,UNIVERSITAS HASANUDDIN,AGRIBISNIS,UNIVERSITAS HASANUDDIN,AGRIBISNIS,UNIVERSITAS HASANUDDIN,AGRIBISNIS,708.0,501.0,210.0,643.0,
,SMA Perguruan Rakyat 2,UNIVERSITAS HASANUDDIN,KETEKNIKAN PERTANIAN,UNIVERSITAS HASANUDDIN,KETEKNIKAN PERTANIAN,UNIVERSITAS HASANUDDIN,KETEKNIKAN PERTANIAN,279.0,611.0,297.0,179.0,
,SMA Negeri 1 Bangsri,UNIVERSITAS HASANUDDIN,TEKNIK SIPIL,UNIVERSITAS HASANUDDIN,TEKNIK SIPIL,UNIVERSITAS HASANUDDIN,TEKNIK SIPIL,188.0,568.0,669.0,744.0,
,SMA Negeri 2 Labuapi,UNIVERSITAS HASANUDDIN,TEKNIK MESIN,UNIVERSITAS HASANUDDIN,TEKNIK MESIN,UNIVERSITAS HASANUDDIN,TEKNIK MESIN,757.0,711.0,737.0,210.0,
,SMA Kristen Widya Wacana,UNIVERSITAS HASANUDDIN,TEKNIK ELEKTRO,UNIVERSITAS HASANUDDIN,TEKNIK ELEKTRO,UNIVERSITAS HASANUDDIN,TEKNIK ELEKTRO,638.0,290.0,420.0,195.0,
,SMA Tri Darma Budidaya,UNIVERSITAS HASANUDDIN,TEKNIK PERKAPALAN,UNIVERSITAS HASANUDDIN,TEKNIK PERKAPALAN,UNIVERSITAS HASANUDDIN,TEKNIK PERKAPALAN,337.0,279.0,526.0,590.0,
,SMA Negeri 1 Salem,UNIVERSITAS HASANUDDIN,TEKNIK GEOLOGI,UNIVERSITAS HASANUDDIN,TEKNIK GEOLOGI,UNIVERSITAS HASANUDDIN,TEKNIK GEOLOGI,761.0,571.0,158.0,694.0,
,SMA Negeri 1 Cepu,UNIVERSITAS HASANUDDIN,PENDIDIKAN DOKTER GIGI,UNIVERSITAS HASANUDDIN,PENDIDIKAN DOKTER GIGI,UNIVERSITAS HASANUDDIN,PENDIDIKAN DOKTER GIGI,278.0,169.0,752.0,647.0,
,SMA Eka Sakti,UNIVERSITAS HASANUDDIN,TEKNIK ARSITEKTUR,UNIVERSITAS HASANUDDIN,TEKNIK ARSITEKTUR,UNIVERSITAS HASANUDDIN,TEKNIK ARSITEKTUR,683.0,386.0,150.0,304.0,
,SMA Bruderan Purworejo,UNIVERSITAS HASANUDDIN,KEHUTANAN,UNIVERSITAS HASANUDDIN,KEHUTANAN,UNIVERSITAS HASANUDDIN,KEHUTANAN,297.0,524.0,527.0,819.0,
,SMA Mardi Waluya,UNIVERSITAS HASANUDDIN,GEOFISIKA,UNIVERSITAS HASANUDDIN,GEOFISIKA,UNIVERSITAS HASANUDDIN,GEOFISIKA,380.0,214.0,403.0,523.0,
